Title,Composer,Permlink,Instrumentation,Key,Piece Style,First Performance,Year/Date of Composition,Composer Time Period,Average Duration
"2 Folksong Arrangements, R47/50","Moeran, Ernest John","https://imslp.org/wiki/2_Folksong_Arrangements,_R47/50_(Moeran,_Ernest_John)",piano,,Early 20th century,,1926-27,Early 20th century,
2 Folksongs,"Čiurlionis, Mikalojus Konstantinas","https://imslp.org/wiki/2_Folksongs_(Čiurlionis,_Mikalojus_Konstantinas)",piano,,Romantic,,,Romantic,
"2 Folksongs, WoO 137","Kuhlau, Friedrich","https://imslp.org/wiki/2_Folksongs,_WoO_137_(Kuhlau,_Friedrich)","voice, piano Song 2 version 2 male chorus (TTB) Song 2 version 3 mixed chorus (SATB), orchestra",,Classical,,1819 ca,Romantic,
"2 Four-Part Choruses for Female Voices, F.192","Chadwick, George Whitefield","https://imslp.org/wiki/2_Four-Part_Choruses_for_Female_Voices,_F.192_(Chadwick,_George_Whitefield)",Voices : female chorus (SSAA),,Romantic,,,Romantic,
2 Fragmente aus 'Hänsel und Gretel',"Clarke, Hamilton","https://imslp.org/wiki/2_Fragmente_aus_'Hänsel_und_Gretel'_(Clarke,_Hamilton)","flute, piano",,Romantic,,,Romantic,
2 Fragmentos de Safo,"Delgado, João Pedro","https://imslp.org/wiki/2_Fragmentos_de_Safo_(Delgado,_João_Pedro)","Medium Voice, Piano",,Modern,,2011,Modern,6 minutes
"2 Fragments de 'L'Italienne à Alger', Op.189","Battmann, Jacques-Louis","https://imslp.org/wiki/2_Fragments_de_'L'Italienne_à_Alger',_Op.189_(Battmann,_Jacques-Louis)",piano,see section listing,Romantic,,,Romantic,
"2 Fragments from 'Der Negerknabe und der Affe', Op.31","Polovinkin, Leonid","https://imslp.org/wiki/2_Fragments_from_'Der_Negerknabe_und_der_Affe',_Op.31_(Polovinkin,_Leonid)",Piano (Arranged),see below,Early 20th century,,,Early 20th century,
"2 Fragments from the Music to 'Ariane and Bluebeard', Op.16a","Aleksandrov, Anatoly","https://imslp.org/wiki/2_Fragments_from_the_Music_to_'Ariane_and_Bluebeard',_Op.16a_(Aleksandrov,_Anatoly)",piano,,Romantic,,1923,Early 20th century,
2 Fragments from the Organ Sonata,"Schoenberg, Arnold","https://imslp.org/wiki/2_Fragments_from_the_Organ_Sonata_(Schoenberg,_Arnold)",organ,,Early 20th century,,1941,Early 20th century,3 minutes
2 Fragments of Fragments from Jubilate Agno,"Fine, Elaine","https://imslp.org/wiki/2_Fragments_of_Fragments_from_Jubilate_Agno_(Fine,_Elaine)",2 voices,,Modern,,2020,Modern,5 minutes
"2 Frauenchöre, Op.10","Müller-Hermann, Johanna","https://imslp.org/wiki/2_Frauenchöre,_Op.10_(Müller-Hermann,_Johanna)","Voices: female chorus (SSA) Orchestra: No.1 — harp, strings No.2 — 2 flutes, 2 horns (F), harp, strings",,Romantic,,,Romantic,
"2 Frauenchöre, Op.60","Le Beau, Luise Adolpha","https://imslp.org/wiki/2_Frauenchöre,_Op.60_(Le_Beau,_Luise_Adolpha)","female chorus (SSA), piano",,Romantic,,1904 ca.,Romantic,
2 Friends,"Bilbro, Mathilde","https://imslp.org/wiki/2_Friends_(Bilbro,_Mathilde)",piano,,Early 20th century,,,Early 20th century,
"2 Frühlingsidyllen, Op.57","Poldini, Ede","https://imslp.org/wiki/2_Frühlingsidyllen,_Op.57_(Poldini,_Ede)",Piano,,Early 20th century,,,Early 20th century,
2 Frühlingslieder,"Mikorey, Franz","https://imslp.org/wiki/2_Frühlingslieder_(Mikorey,_Franz)","voice, piano",,Romantic,,,Romantic,
"2 Frühlingslieder, Op.3","Hollaender, Victor","https://imslp.org/wiki/2_Frühlingslieder,_Op.3_(Hollaender,_Victor)",piano,,Romantic,,,Romantic,
"2 Frühlingslieder, Op.33","Zuschneid, Karl","https://imslp.org/wiki/2_Frühlingslieder,_Op.33_(Zuschneid,_Karl)",male chorus (TTBB),,Romantic,,,Romantic,
2 Fugas Venezolanas,"Plaza, Juan Bautista","https://imslp.org/wiki/2_Fugas_Venezolanas_(Plaza,_Juan_Bautista)",strings,,Early 20th century,,1931-50,Early 20th century,12 minutes
2 Fugen for String Trio,"Schweikert, Margarete","https://imslp.org/wiki/2_Fugen_for_String_Trio_(Schweikert,_Margarete)","violin, viola, cello",,Early 20th century,,,Early 20th century,
"2 Fugen nebst Einleitung, Op.39","Hesse, Adolf Friedrich","https://imslp.org/wiki/2_Fugen_nebst_Einleitung,_Op.39_(Hesse,_Adolf_Friedrich)",organ solo,,Romantic,,,Romantic,
"2 Fugen, Op.46","Diabelli, Anton","https://imslp.org/wiki/2_Fugen,_Op.46_(Diabelli,_Anton)",guitar,,Romantic,,,Romantic,
"2 Fugen, WWV 19","Wagner, Richard","https://imslp.org/wiki/2_Fugen,_WWV_19_(Wagner,_Richard)",mixed chorus (SATB),,Romantic,,1831-32,Romantic,
2 Fughe dissimili in una,"Raimondi, Pietro","https://imslp.org/wiki/2_Fughe_dissimili_in_una_(Raimondi,_Pietro)","2 mixed choruses (SATB each), 2 continuo",,Classical,,,Classical,
2 Fughe per Cembalo,"Frescobaldi, Girolamo","https://imslp.org/wiki/2_Fughe_per_Cembalo_(Frescobaldi,_Girolamo)",harpsichord,,Baroque,,,Baroque,
2 Fughettas,"Béobide, José M.","https://imslp.org/wiki/2_Fughettas_(Béobide,_José_M.)",organ (or harmonium),C minor,Romantic,,,Romantic,
2 Fughettas for Bass in B-flat minor,"Sysmoebius, Z Q","https://imslp.org/wiki/2_Fughettas_for_Bass_in_B-flat_minor_(Sysmoebius,_Z_Q)","2 basses (lines), strings",B-flat minor,Modern,,2020,Modern,4 minutes
"2 Fughetti, Op.90","Weber, Kristof J.","https://imslp.org/wiki/2_Fughetti,_Op.90_(Weber,_Kristof_J.)",Organ,,Modern,,2012,Modern,6 minutes
2 Fugues,"Depecker, Rose","https://imslp.org/wiki/2_Fugues_(Depecker,_Rose)",piano,,Romantic,,,Romantic,
2 Fugues,"Kopřiva, Karel Blažej","https://imslp.org/wiki/2_Fugues_(Kopřiva,_Karel_Blažej)",Organ solo,1. A ♭ major 2. F minor,Classical,,,Classical,
2 Fugues,"Mounsey, Elizabeth","https://imslp.org/wiki/2_Fugues_(Mounsey,_Elizabeth)",organ,,Romantic,,,Romantic,
2 Fugues,"Rembt, Johann Ernst","https://imslp.org/wiki/2_Fugues_(Rembt,_Johann_Ernst)",Organ,"A minor, C major",Classical,,,Classical,
2 Fugues for Piano,"Zeynally, Asaf","https://imslp.org/wiki/2_Fugues_for_Piano_(Zeynally,_Asaf)",piano,,Early 20th century,,,Early 20th century,
"2 Fugues in E-flat major, K.deest","Mozart, Wolfgang Amadeus","https://imslp.org/wiki/2_Fugues_in_E-flat_major,_K.deest_(Mozart,_Wolfgang_Amadeus)",Piano,E-flat major,Classical,,,Classical,
"2 Fugues with 3 Subjects, Op.4","Zundel, John","https://imslp.org/wiki/2_Fugues_with_3_Subjects,_Op.4_(Zundel,_John)",organ solo,,Romantic,,,Romantic,
"2 Fugues, Op.28","Martucci, Giuseppe","https://imslp.org/wiki/2_Fugues,_Op.28_(Martucci,_Giuseppe)",piano,,Romantic,,,Romantic,
"2 Fugues, Op.37","Rudnick, Wilhelm","https://imslp.org/wiki/2_Fugues,_Op.37_(Rudnick,_Wilhelm)",organ,"G major, E ♭ major",Romantic,,,Romantic,
"2 Fugues, Op.41","Lyadov, Anatoly","https://imslp.org/wiki/2_Fugues,_Op.41_(Lyadov,_Anatoly)",piano,,Romantic,,1896,Romantic,
"2 Fugues, Op.5","Keyes, Zac","https://imslp.org/wiki/2_Fugues,_Op.5_(Keyes,_Zac)","flute, alto flute, bass flute",,Modern,,2023-24,Modern,
"2 Fugues, Op.9","Ayres, Frederick","https://imslp.org/wiki/2_Fugues,_Op.9_(Ayres,_Frederick)",piano,,Romantic,,,Romantic,
2 Funeral Marches In Memory of Henry Clay,Anonymous,https://imslp.org/wiki/2_Funeral_Marches_In_Memory_of_Henry_Clay_(Anonymous),marching band or piano,,Romantic,,,,
2 Gaillardes,"La Pierre, Monsieur de","https://imslp.org/wiki/2_Gaillardes_(La_Pierre,_Monsieur_de)","Small Orchestra: sol 1, ut 1, ut 2, ut 3, fa 4",,Baroque,,,Baroque,
2 Galops,"Lacombe, Paul","https://imslp.org/wiki/2_Galops_(Lacombe,_Paul)",orchestra ?,,Romantic,,,Romantic,
"2 Galops, JLW 539","Lumbye, Hans Christian","https://imslp.org/wiki/2_Galops,_JLW_539_(Lumbye,_Hans_Christian)",orchestra(?),,Romantic,,1840?,Romantic,
"2 Galops, Op.14","Kiesewetter, Guenther","https://imslp.org/wiki/2_Galops,_Op.14_(Kiesewetter,_Guenther)",piano,,Romantic,,,Romantic,
"2 Ganz leichte Vorspielstücke, Op.46","Hirsch, Theodor","https://imslp.org/wiki/2_Ganz_leichte_Vorspielstücke,_Op.46_(Hirsch,_Theodor)",piano,,Romantic,,,Romantic,
2 Gavottes,"Fiocco, Joseph-Hector","https://imslp.org/wiki/2_Gavottes_(Fiocco,_Joseph-Hector)",violin & keyboard,D minor,Baroque,,,Baroque,
2 Gavottes,"Kirchner, Fritz","https://imslp.org/wiki/2_Gavottes_(Kirchner,_Fritz)",Piano,,Classical,,,Romantic,
2 Gavottes for String Orchestra,"Neglia, Francesco Paolo","https://imslp.org/wiki/2_Gavottes_for_String_Orchestra_(Neglia,_Francesco_Paolo)",strings,see below,Early 20th century,,,Romantic,
"2 Gavottes, Op.39","Prochaźka, J. O. von","https://imslp.org/wiki/2_Gavottes,_Op.39_(Prochaźka,_J._O._von)",piano,,Romantic,,,Romantic,
2 Gedichte,"Nielsen, Ludolf","https://imslp.org/wiki/2_Gedichte_(Nielsen,_Ludolf)","voice, piano",,Early 20th century,,1906-1911,Early 20th century,
"2 Gedichte von Anton, Freiherr von Klesheim","Hennings, Henrik","https://imslp.org/wiki/2_Gedichte_von_Anton,_Freiherr_von_Klesheim_(Hennings,_Henrik)",Voice and piano,,Romantic,,,Romantic,
2 Gedichte von Goethe,"Busoni, Ferruccio","https://imslp.org/wiki/2_Gedichte_von_Goethe_(Busoni,_Ferruccio)","baritone, piano (or small orchestra)",,Early 20th century,,,Romantic,
"2 Gedichte von Goethe, BV 277-78","Busoni, Ferruccio","https://imslp.org/wiki/2_Gedichte_von_Goethe,_BV_277-78_(Busoni,_Ferruccio)","baritone, orchestra",D minor,Early 20th century,,1917-8,Romantic,
"2 Gedichte von W. Floto, Op.128","Abt, Franz","https://imslp.org/wiki/2_Gedichte_von_W._Floto,_Op.128_(Abt,_Franz)","voice, piano",,Romantic,,,Romantic,
"2 Gedichte, Op.17","Ritter, Alexander","https://imslp.org/wiki/2_Gedichte,_Op.17_(Ritter,_Alexander)","voice, piano",,Romantic,,,Romantic,
"2 Gedichte, Op.35","Richter, Ernst Friedrich","https://imslp.org/wiki/2_Gedichte,_Op.35_(Richter,_Ernst_Friedrich)","female chorus (SS), piano (no.1); soprano solo, female chorus (SS), piano (no.2)",,Romantic,,,Romantic,
"2 Gedichte, Op.43","Karg-Elert, Sigfrid","https://imslp.org/wiki/2_Gedichte,_Op.43_(Karg-Elert,_Sigfrid)","voice, piano",,Early 20th century,,,Early 20th century,
"2 Gedichte, WoO IX/7","Kalliwoda, Johann Wenzel","https://imslp.org/wiki/2_Gedichte,_WoO_IX/7_(Kalliwoda,_Johann_Wenzel)","voice, piano",,Romantic,,,Romantic,
"2 Geige-Duette, Op.36","Menkveld, Jan Willem","https://imslp.org/wiki/2_Geige-Duette,_Op.36_(Menkveld,_Jan_Willem)",2 violins,see below,Classical,,2020,Modern,2 minutes
"2 Geistliche Chöre, Op.115","Mendelssohn, Felix","https://imslp.org/wiki/2_Geistliche_Chöre,_Op.115_(Mendelssohn,_Felix)",TTBB,,Romantic,,1837,Romantic,4 minutes
"2 Geistliche Gesänge, Op.19","Reger, Max","https://imslp.org/wiki/2_Geistliche_Gesänge,_Op.19_(Reger,_Max)","Voice, organ",,Romantic,,1898,Romantic,
"2 Geistliche Gesänge, Op.2","Jadassohn, Salomon","https://imslp.org/wiki/2_Geistliche_Gesänge,_Op.2_(Jadassohn,_Salomon)",mixed chorus (SATB),,Romantic,,,Romantic,
"2 Geistliche Gesänge, Op.21","Gál, Hans","https://imslp.org/wiki/2_Geistliche_Gesänge,_Op.21_(Gál,_Hans)","soprano, viol da gamba (or cello), organ",,Romantic,,,Early 20th century,
"2 Geistliche Gesänge, Op.3","Kromolicki, Joseph","https://imslp.org/wiki/2_Geistliche_Gesänge,_Op.3_(Kromolicki,_Joseph)","voice, violin or cello, organ (Abendlied); Hymne comes in two versions: Version A : soprano, mixed chorus (SATB), horn (E), 2 trumpets (A), trombone, organ Version B : soprano, mixed chorus, 4 winds, timpani, strings",,Early 20th century,,,Early 20th century,
"2 Geistliche Gesänge, Op.43","Fuchs-Schönbach, Ernst","https://imslp.org/wiki/2_Geistliche_Gesänge,_Op.43_(Fuchs-Schönbach,_Ernst)",,,Early 20th century,,,Early 20th century,
"2 Geistliche Gesänge, Op.50","Kessler, Joseph Christoph","https://imslp.org/wiki/2_Geistliche_Gesänge,_Op.50_(Kessler,_Joseph_Christoph)","male chorus, trumpet, 3 trombones, ophicleide (or) male chorus, piano",,Romantic,,,Romantic,
"2 Geistliche Gesänge, Op.7","Wehrli, Werner","https://imslp.org/wiki/2_Geistliche_Gesänge,_Op.7_(Wehrli,_Werner)",mixed chorus (SATB),,Early 20th century,,1921,Early 20th century,
"2 Geistliche Gesänge, Op.9","Jenner, Gustav","https://imslp.org/wiki/2_Geistliche_Gesänge,_Op.9_(Jenner,_Gustav)","voice, piano",,Romantic,,,Romantic,
"2 Geistliche Lieder, Op.105","Reger, Max","https://imslp.org/wiki/2_Geistliche_Lieder,_Op.105_(Reger,_Max)","voice, organ (or harmonium or piano)",,Early 20th century,,1907,Romantic,
"2 Geistliche Lieder, Op.112","Mendelssohn, Felix","https://imslp.org/wiki/2_Geistliche_Lieder,_Op.112_(Mendelssohn,_Felix)","voice, piano",,Romantic,,1835,Romantic,
"2 Geistliche Lieder, Op.12","Faisst, Clara","https://imslp.org/wiki/2_Geistliche_Lieder,_Op.12_(Faisst,_Clara)","high voice, organ (or piano)",,Romantic,,,Early 20th century,
"2 Geistliche Lieder, Op.40","Eyken, Heinrich van","https://imslp.org/wiki/2_Geistliche_Lieder,_Op.40_(Eyken,_Heinrich_van)","Voice, organ or piano",,Romantic,,,Romantic,
"2 Geistliche Lieder, Op.70","Volkmann, Robert","https://imslp.org/wiki/2_Geistliche_Lieder,_Op.70_(Volkmann,_Robert)",mixed chorus (SATB),,Romantic,,1870,Romantic,
"2 Geistliche Lieder, WoO VII/30","Reger, Max","https://imslp.org/wiki/2_Geistliche_Lieder,_WoO_VII/30_(Reger,_Max)","voice, organ",,Early 20th century,,1900,Romantic,
"2 Geistliche Männerchöre, Op.103","Bonvin, Ludwig","https://imslp.org/wiki/2_Geistliche_Männerchöre,_Op.103_(Bonvin,_Ludwig)",male chorus (TTBB),,Romantic,,,Romantic,
"2 Gemischte Chöre a cappella, Op.20","Le Beau, Luise Adolpha","https://imslp.org/wiki/2_Gemischte_Chöre_a_cappella,_Op.20_(Le_Beau,_Luise_Adolpha)",Mixed chorus (SATB),,Romantic,,1875,Romantic,
"2 German Dances, D.769","Schubert, Franz","https://imslp.org/wiki/2_German_Dances,_D.769_(Schubert,_Franz)",piano,,Romantic,,,Romantic,
"2 German Dances, D.841","Schubert, Franz","https://imslp.org/wiki/2_German_Dances,_D.841_(Schubert,_Franz)",piano,,Romantic,,1825,Romantic,1-2 minutes
"2 German Dances, D.974","Schubert, Franz","https://imslp.org/wiki/2_German_Dances,_D.974_(Schubert,_Franz)",piano,,Romantic,,,Romantic,
2 German Waltzes,"Amann, J.","https://imslp.org/wiki/2_German_Waltzes_(Amann,_J.)",guitar,,Romantic,,,Romantic,
"2 Gesangsquartette, JWV 68","Rheinberger, Josef Gabriel","https://imslp.org/wiki/2_Gesangsquartette,_JWV_68_(Rheinberger,_Josef_Gabriel)","soprano, alto, tenor, bass",see below D-flat major E major,Romantic,,1857,Romantic,4 minutes
"2 Geschichtsbilder, Op.79","Kienzl, Wilhelm","https://imslp.org/wiki/2_Geschichtsbilder,_Op.79_(Kienzl,_Wilhelm)",Male chorus and orchestra,,Romantic,,,Romantic,
2 Gesänge,"Agthe, Wilhelm","https://imslp.org/wiki/2_Gesänge_(Agthe,_Wilhelm)","various, see below 1. tenor, orchestra (flute, clarinet, horn, 2 violins, viola, cello) 2. male chorus (TTBB)",,Romantic,,1820,Romantic,
2 Gesänge,"Hausegger, Siegmund von","https://imslp.org/wiki/2_Gesänge_(Hausegger,_Siegmund_von)","mixed chorus (SATB), orchestra",,Early 20th century,,1908,Romantic,
2 Gesänge,"Mayer, Emilie","https://imslp.org/wiki/2_Gesänge_(Mayer,_Emilie)","voice, piano",,Romantic,,,Romantic,
"2 Gesänge aus 'Urania', Op.56","Le Beau, Luise Adolpha","https://imslp.org/wiki/2_Gesänge_aus_'Urania',_Op.56_(Le_Beau,_Luise_Adolpha)","high voice, piano",,Romantic,,1901-3 ca.,Romantic,
"2 Gesänge für Sopran, Alt, Tenor und Bass","Schumann, Robert","https://imslp.org/wiki/2_Gesänge_für_Sopran,_Alt,_Tenor_und_Bass_(Schumann,_Robert)",mixed chorus (SATB),,Romantic,,,Romantic,
"2 Gesänge für gemischten Chor, Op.171","Raff, Joachim","https://imslp.org/wiki/2_Gesänge_für_gemischten_Chor,_Op.171_(Raff,_Joachim)","Voices: mixed chorus (SATB) Orchestra: 2 flutes, 2 oboes, 2 clarinets (B ♭ /A), 2 bassoons, 2 horns (F/D), timpani, strings",,Romantic,,1871 Autumn,Romantic,
"2 Gesänge, Op.1","Schoenberg, Arnold","https://imslp.org/wiki/2_Gesänge,_Op.1_(Schoenberg,_Arnold)","baritone, piano",,Early 20th century,,1898,Early 20th century,16 minutes
"2 Gesänge, Op.10","Schäffer, August","https://imslp.org/wiki/2_Gesänge,_Op.10_(Schäffer,_August)","baritone (or bass), piano",,Romantic,,,Romantic,
"2 Gesänge, Op.11","Wolfrum, Philipp","https://imslp.org/wiki/2_Gesänge,_Op.11_(Wolfrum,_Philipp)","Male chorus, organ",,Romantic,,,Romantic,
"2 Gesänge, Op.14","Klughardt, August","https://imslp.org/wiki/2_Gesänge,_Op.14_(Klughardt,_August)","voice, piano",,Romantic,,,Romantic,
"2 Gesänge, Op.14","Reissiger, Carl Gottlieb","https://imslp.org/wiki/2_Gesänge,_Op.14_(Reissiger,_Carl_Gottlieb)","Voice, Piano",,Romantic,,,Romantic,
"2 Gesänge, Op.144","Reger, Max","https://imslp.org/wiki/2_Gesänge,_Op.144_(Reger,_Max)","voice, chorus, orchestra 1. Voices - baritone Mixed Chorus (SSATB) Orchestra 3 flutes, 2 oboes, English horn, 2 clarinets (B ♭ ), 2 bassoons 4 horns (F), 2 trumpets (C), 3 trombones, tuba timpani, strings 2. Voices - alto (or baritone) Mixed Chorus (SATB) Orchestra 3 flutes (3rd also piccolo), 2 oboes, English horn, 2 clarinets (B ♭ ), 2 bassoons 4 horns (F), 3 trumpets (C), 3 trombones, tuba timpani, bass drum, cymbals, tam-tam, strings </span>",,Romantic,,"1915 July 15, Jena (die Einseidler) 1915 August 25, Jena (Hebbel Requiem)",Romantic,"ca.12-14 minutes (1), 15 minutes (2)"
"2 Gesänge, Op.16","Eyken, Heinrich van","https://imslp.org/wiki/2_Gesänge,_Op.16_(Eyken,_Heinrich_van)","voice, piano",,Romantic,,,Romantic,
"2 Gesänge, Op.2","Schreker, Franz","https://imslp.org/wiki/2_Gesänge,_Op.2_(Schreker,_Franz)","Medium voice, Piano",,Romantic,,,Romantic,
"2 Gesänge, Op.23","Lorenz, Karl Adolf","https://imslp.org/wiki/2_Gesänge,_Op.23_(Lorenz,_Karl_Adolf)","2 sopranos, alto (or female chorus (SSA)), piano",,Romantic,,,Romantic,
"2 Gesänge, Op.28","Leschetizky, Theodor","https://imslp.org/wiki/2_Gesänge,_Op.28_(Leschetizky,_Theodor)","voice, piano",,Romantic,,1861,Romantic,
"2 Gesänge, Op.34","Strauss, Richard","https://imslp.org/wiki/2_Gesänge,_Op.34_(Strauss,_Richard)",16-part chorus,,Early 20th century,,1897,Romantic,
"2 Gesänge, Op.35","Weingartner, Felix","https://imslp.org/wiki/2_Gesänge,_Op.35_(Weingartner,_Felix)","voice, orchestra",,Romantic,,,Romantic,
"2 Gesänge, Op.39","Hegar, Friedrich","https://imslp.org/wiki/2_Gesänge,_Op.39_(Hegar,_Friedrich)",male chorus,,Romantic,,,Romantic,
"2 Gesänge, Op.41","Henschel, George","https://imslp.org/wiki/2_Gesänge,_Op.41_(Henschel,_George)","Voices : soprano Orchestra : 2 flutes, 2 oboes, 2 clarinets, 2 bassoons + 4 horns, 2 trumpets + timpani, tambourine + harp ( ad lib. ) + strings",,Romantic,,,Romantic,
"2 Gesänge, Op.51","Strauss, Richard","https://imslp.org/wiki/2_Gesänge,_Op.51_(Strauss,_Richard)",Low Bass Voice and Orchestra,,Early 20th century,,,Romantic,
"2 Gesänge, Op.61","Pache, Johannes","https://imslp.org/wiki/2_Gesänge,_Op.61_(Pache,_Johannes)",male chorus (TTBB),F major,Romantic,,,Romantic,
"2 Gesänge, Op.91","Brahms, Johannes","https://imslp.org/wiki/2_Gesänge,_Op.91_(Brahms,_Johannes)","alto, viola, piano",see below,Romantic,,"1884 (No.1), 1863–64 (No.2)",Romantic,12 minutes
"2 Gesänge, Op.95","Rheinberger, Josef Gabriel","https://imslp.org/wiki/2_Gesänge,_Op.95_(Rheinberger,_Josef_Gabriel)","SATB chorus, piano",,Romantic,,1876,Romantic,
"2 Gigues, Schrank II/34/49",Anonymous,"https://imslp.org/wiki/2_Gigues,_Schrank_II/34/49_(Anonymous)","violin, continuo",,Baroque,,,,
"2 Gigues, WoO 4","Brahms, Johannes","https://imslp.org/wiki/2_Gigues,_WoO_4_(Brahms,_Johannes)",piano,see below,Romantic,,1855,Romantic,4 minutes
"2 Gil Blas Scherzi, Op.15","Ferreri, Ernesto","https://imslp.org/wiki/2_Gil_Blas_Scherzi,_Op.15_(Ferreri,_Ernesto)",Orchestra,,Modern,,1994,Modern,20 minutes
2 Grabgesänge von Klopstock,"Rheinberger, Josef Gabriel","https://imslp.org/wiki/2_Grabgesänge_von_Klopstock_(Rheinberger,_Josef_Gabriel)",male chorus (TTBB),,Romantic,,1864 (September 16),Romantic,2-3 minutes
"2 Gradualien, Op.57","Brosig, Moritz","https://imslp.org/wiki/2_Gradualien,_Op.57_(Brosig,_Moritz)","4-voices, double bass, organ",,Romantic,,1884 ca.,Romantic,
2 Grand Arias and a March,"Giuliani, Mauro","https://imslp.org/wiki/2_Grand_Arias_and_a_March_(Giuliani,_Mauro)","voice, guitar ; guitar",,Classical,,,Classical,
2 Grand Arie,"Giuliani, Mauro","https://imslp.org/wiki/2_Grand_Arie_(Giuliani,_Mauro)","voice, guitar ; guitar",,Classical,,,Classical,
2 Grand Fantaisies de Concert,"Sloper, Lindsay","https://imslp.org/wiki/2_Grand_Fantaisies_de_Concert_(Sloper,_Lindsay)",Piano,,Romantic,,,Romantic,
2 Grand Marches,"Denman, Henry","https://imslp.org/wiki/2_Grand_Marches_(Denman,_Henry)",piano or harpsichord,,Classical,,,Classical,
"2 Grand Sonatas, Op.7","Pleyel, Ignaz","https://imslp.org/wiki/2_Grand_Sonatas,_Op.7_(Pleyel,_Ignaz)","keyboard, violin ( ad lib. )",,Classical,,,Classical,
2 Grandes fantaisies sur 'La bohème',"Tavan, Émile","https://imslp.org/wiki/2_Grandes_fantaisies_sur_'La_bohème'_(Tavan,_Émile)","Orchestra: 2 flutes, 2 oboes, 2 clarinets, 2 bassoons, 2 horns, 2 cornets, 3 trombones, tuba, timpani, percussion, strings",1. C major,Romantic,,,Romantic,
2 Grandes fantaisies sur 'Le barbier de Séville',"Tavan, Émile","https://imslp.org/wiki/2_Grandes_fantaisies_sur_'Le_barbier_de_Séville'_(Tavan,_Émile)","Orchestra: 2 flutes, 2 oboes, 2 clarinets, 2 bassoons, 2 horns, 2 cornets, 3 trombones, tuba, timpani, percussion, strings",G major,Romantic,,,Romantic,
"2 Grandes fantaisies sur des motifs favoris de 'Norma', Op.689","Czerny, Carl","https://imslp.org/wiki/2_Grandes_fantaisies_sur_des_motifs_favoris_de_'Norma',_Op.689_(Czerny,_Carl)",Piano 6 hands,,Romantic,,,Romantic,
